tmdbid,title,revenue, yes, yes, yes
11932,Bride of Chucky,50671850
9425,Soldier,14567883
637,La vita è bella,229400000
20701,Tales from the Darkside,16
73,American History X,23875127
46889,Living Out Loud,12902790
3033,Gods and Monsters,6451628
9882,The Siege,116672912
10663,The Waterboy,185991646
4518,Elizabeth,82102070
1808,Velvet Goldmine,1053788
3600,I Still Know What You Did Last Summer,40002112
297,Meet Joe Black,142940100
11893,Runaway Train,7936012
19426,Le notti di Cabiria,752045
14924,Sid & Nancy,2826523
41817,Heart Condition,4100000
9798,Enemy of the State,250649836
14444,The Rugrats Movie,100491683
9487,A Bug's Life,363398565
666,Central do Brasil,5596708
29076,Gun Shy,1631839
244,King Kong,10000000
10730,King Kong,52614445
31947,King Kong Lives,4711220
10466,The Money Pit,54999651
8130,Desperately Seeking Susan,27400000
11532,The Emerald Forest,24467000
14628,Fletch Lives,35150960
9626,Red Sonja,6948633
707,A View to a Kill,152427960
9336,Police Academy,81198894
10157,Police Academy 2: Their First Assignment,55600000
12118,Police Academy 3: Back in Training,43579163
10587,Police Academy 4: Citizens on Patrol,28061343
11825,Police Academy 5: Assignment Miami Beach,19510371
11895,Police Academy 6: City Under Siege,11567217
9447,Babe: Pig in the City,69131860
12257,Home Fries,10443316
37536,Ringmaster,9247881
11252,Psycho,37141130
200,Star Trek: Insurrection,118000000
9837,The Prince of Egypt,218613188
1934,Shakespeare in Love,289317794
13764,Santa Claus: The Movie,23717291
9422,A Civil Action,56702901
8879,Pale Rider,41410568
1369,Rambo: First Blood Part II,300400432
1368,First Blood,125212904
1370,Rambo III,189015611
10303,The Jewel of the Nile,96773200
9326,Romancing the Stone,86572238
10328,Cocoon,85313124
11285,Cocoon: The Return,25024919
1367,Rocky II,200182160
1371,Rocky III,124000000
1374,Rocky IV,300473716
1375,Rocky V,119946358
15196,Clue,14643997
15596,Back to School,91258000
1885,The Karate Kid,90815558
8856,The Karate Kid, Part II,115103979
10495,The Karate Kid, Part III,38956288
5825,National Lampoon's Christmas Vacation,71320000
2133,The Perfect Storm,325756637
9489,You've Got Mail,115731542
16885,The General,1214198
8741,The Thin Red Line,98126565
9276,The Faculty,40283321
10312,Patch Adams,202292902
31662,Affliction,6330054
825,Playing by Heart,3970078
9423,Virus,14010690
9426,The Fly,60629159
10344,The Fly II,38903179
2620,Armed and Dangerous,15945534
30497,The Texas Chain Saw Massacre,30859000
16337,The Texas Chainsaw Massacre 2,8025872
25018,Leatherface: Texas Chainsaw Massacre III,5765562
16780,Texas Chainsaw Massacre: The Next Generation,185898
12151,Ruthless People,71624879
25438,Trick or Treat,6797218
192,The Name of the Rose,77200000
10013,Peggy Sue Got Married,41
9671,Crocodile Dundee,328203506
9396,Crocodile Dundee II,239606210
11873,The Color of Money,52293982
10015,Heartbreak Ridge,42724017
10722,El día de la bestia,4367497
10314,She's All That,103166989
2112,Payback,161626121
16172,Simply Irresistible,4398989
11622,Blast from the Past,40263020
10207,Message in a Bottle,118880016
9849,My Favorite Martian,36850101
18892,Jawbreaker,3076820
1542,Office Space,12827813
15256,200 Cigarettes,6852450
8224,8MM,96618699
8913,Pet Sematary,57469467
25748,Children of the Corn II: The Final Sacrifice,6980986
8769,Christine,21200000
14742,Night Shift,21017056
243935,Rob the Mob,206909
10671,Airport,100489151
27932,Airport 1975,47000000
7227,Airport '77,30000000
5919,The Towering Inferno,116000000
10803,Logan's Run,25000000
871,Planet of the Apes,33395426
1685,Beneath the Planet of the Apes,18999718
1705,Battle for the Planet of the Apes,8844595
1688,Conquest of the Planet of the Apes,9700000
1687,Escape from the Planet of the Apes,12348905
11123,Earthquake,79666653
29723,The Concorde... Airport '79,13015688
9535,Analyze This,176885658
796,Cruel Intentions,75902208
100,Lock, Stock and Two Smoking Barrels,3897569
22345,Baby Geniuses,36450736
7341,The Rage: Carrie 2,17762705
8970,The Out-of-Towners,29000000
1641,Forces of Nature,93888180
47288,The King and I,12000000
16520,The King and I,21300000
16379,The Mod Squad,13260050
603,The Matrix,463517383
4951,10 Things I Hate About You,53478166
9430,Go,28451622
11355,Never Been Kissed,84565230
18764,Shuang long hui,8359717
27455,Foolish,6033999
6522,Life,73345029
114719,Friends & Lovers,94633
1902,Abre los ojos,368234
6396,SLC Punk,299200
1946,eXistenZ,2856712
1844,Entrapment,212404396
6552,Idle Hands,4152230
18462,Night of the Comet,14418922
18252,My Science Project,4122748
8592,Dick Tracy,103738726
564,The Mummy,415885488
13852,The Castle,861789
1893,Star Wars: Episode I - The Phantom Menace,924317558
1924,Superman,300218018
8536,Superman II,108185706
9531,Superman III,75800000
11411,Superman IV: The Quest for Peace,19300000
138,Dracula,1012189
36685,The Rocky Horror Picture Show,139800000
30168,It Came From Hollywood,2091037
11618,The Haunting,91188905
509,Notting Hill,363889678
1090,The Thirteenth Floor,18564088
62676,Limbo,1997807
817,Austin Powers: The Spy Who Shagged Me,310940086
14283,The Red Violin,9495408
2275,The General's Daughter,100000000
24137,An Ideal Husband,18535191
9032,Big Daddy,163479795
9421,Le Dîner de cons,78599508
55955,My Son the Fanatic,408339
345,Eyes Wide Shut,162091208
6488,Arachnophobia,53208180
8487,Wild Wild West,222104681
2105,American Pie,235483004
10208,Muppets from Space,16290976
2667,The Blair Witch Project,248000000
9825,Lake Placid,56870414
16158,The Wood,25059640
620,Ghostbusters,295212467
2978,Ghostbusters II,215394738
10490,Drop Dead Gorgeous,10571408
1812,Trick,2
8914,Deep Blue Sea,73648228
9824,Mystery Men,29762011
4806,Runaway Bride,309457509
967,Spartacus,60000000
3175,Barry Lyndon,20000000
21185,Vibes,1883811
11120,The Mosquito Coast,14302779
10136,The Golden Child,79817939
48259,Crimes of the Heart,22905522
873,The Color Purple,146292009
26789,No Mercy,12303904
108312,Native Son,1301121
11416,The Mission,17218023
10776,Little Shop of Horrors,38748395
16406,Dick,27500000
10386,The Iron Giant,23159305
745,The Sixth Sense,672806292
913,The Thomas Crown Affair,124305181
17707,Brokedown Palace,13000000
28501,The Pit and the Pendulum,2000000
24103,Haunted Honeymoon,8033397
10768,Omen III: The Final Conflict,20471382
813,Airplane!,83453539
2665,Airplane II: The Sequel,27150534
9406,An American Werewolf in Paris,26570463
2280,Big,160000000
11077,Problem Child,53
850,A Christmas Story,19294144
10366,Universal Soldier: The Return,10667893
22314,In Too Deep,14011454
11963,Three Days of the Condor,27476252
1911,The 13th Warrior,61698899
2900,The Astronaut's Wife,19598588
2162,Chill Factor,11263966
14578,Outside Providence,7292175
10307,Stigmata,50041732
327,Brother,15250000
11601,Stir of Echoes,21133087
21719,The Minus Man,370668
14,American Beauty,356296601
24128,Stop Making Sense,4978922
11001,Blue Streak,117758500
9453,Caligola,23438120
704,A Hard Day's Night,1000549
35122,Splendor,45703
11797,Fright Night,24922237
18086,Fright Night Part 2,2983784
10669,Deliverance,46122355
11527,Excalibur,34967437
1049,Sommersby,140081992
28032,Thumbelina,11373501
6415,Three Kings,108000000
11326,Tommy,34251525
10398,Double Jeopardy,177841558
14429,Drive Me Crazy,17843379
15198,Mystery, Alaska,8888143
24066,Happy, Texas,1943649
98480,Man Of The Century,33031
10349,The Dark Half,10611160
29787,Monkey Shines,5344577
10576,Psycho II,34725000
12662,Psycho III,14481606
12618,Random Hearts,74608570
226,Boys Don't Cry,11540607
10388,The Limey,3193102
9346,Risky Business,63500000
861,Total Recall,261317921
9377,Ferris Bueller's Day Off,70136369
11541,The Year of Living Dangerously,10278575
4929,Hang 'em High,6800000
18254,Reds,40382659
196859,Jackpot,43719
17352,South Pacific,36800000
535,Flashdance,90463574
1654,The Dirty Dozen,45300000
658,Goldfinger,124900000
657,From Russia With Love,78898765
646,Dr. No,59600000
5689,The Blue Lagoon,58853106
391,Per un pugno di dollari,14000000
8052,Hard Eight,222559
772,Home Alone 2: Lost In New York,358991681
31650,Someone to Watch Over Me,10278549
550,Fight Club,100853753
29064,The Omega Code,2400000
36819,Time Bandits,42365581
16858,All That Jazz,37823676
14484,Body Shots,239894
5548,RoboCop,53000000
5549,RoboCop 2,45681173
856,Who Framed Roger Rabbit,329803958
699,For Your Eyes Only,195312802
709,Licence to Kill,156167015
253,Live and Let Die,161777836
660,Thunderball,141195658
11377,House on Haunted Hill,40846082
26149,Music of the Heart,14859394
492,Being John Malkovich,22863596
128,もののけ姫,159375308
2020,The Bachelor,36911617
9481,The Bone Collector,151493655
9008,The Insider,28965197
11489,Rosetta,266665
16281,Creepshow,21028755
16288,Creepshow 2,14000000
36047,The In Crowd,5217498
37094,Falling Down,40903593
957,Spaceballs,38119483
11886,Robin Hood,32056467
62204,La Guerre du feu,55260558
11040,Little Big Man,31559552
1621,Trading Places,90400000
11498,Dead Again,38016380
21349,Anywhere But Here,18653615
1832,Dogma,30652890
10228,劇場版ポケットモンスター ミュウツーの逆襲,163644662
11165,Tora! Tora! Tora!,29548291
4203,Mujeres al borde de un ataque de nervios,7179298
24226,The Verdict,53977250
2039,Moonstruck,80640528
5156,Ladri di biciclette,361712
2668,Sleepy Hollow,206071502
36643,The World Is Not Enough,361832400
99,Todo sobre mi madre,67872296
9647,Scrooged,60328000
24276,Matewan,1680358
293,A River Runs Through It,43440294
9013,Midnight Run,38413606
11005,Awakenings,52096475
2924,Backdraft,152368585
34760,'night, Mother,442000
9946,End of Days,209300000
863,Toy Story 2,485015179
31582,Flawless,4488529
22267,Ride with the Devil,635096
497,The Green Mile,284600000
55123,Tumbleweeds,1281176
10411,The Distinguished Gentleman,46434570
9493,Twins,216600000
20024,The End of the Affair,10827816
6951,Turner & Hooch,71079915
9586,The Bonfire of the Vanities,15691192
32331,Stealing Home,7467504
32669,The Two Jakes,10000000
10402,Deuce Bigalow: Male Gigolo,65535067
196859,Jackpot,43719
25188,The Last Picture Show,29133000
2277,Bicentennial Man,93700000
10137,Stuart Little,300135367
49948,Fantasia 2000,90874570
334,Magnolia,48451803
30237,Onegin,206128
36492,Carnal Knowledge,28623900
9563,Any Given Sunday,100230832
1850,Man on the Moon,47434430
926,Galaxy Quest,90683916
1213,The Talented Mr. Ripley,128798265
10471,Next Friday,59827328
10400,The Hurricane,50668906
10397,Angela's Ashes,13
20761,Play It to the Bone,8434146
28216,Mr. Death: The Rise and Fall of Fred A. Leuchter, Jr.,507941
10384,Supernova,14800000
48233,Theeviravaathi: The Terrorist,140021
10236,The Way We Were,45000000
11851,The Presidio,20324096
5924,Papillon,53267000
10493,Dead Calm,7825000
9644,National Lampoon's Loaded Weapon 1,27
13342,Fast Times at Ridgemont High,27092880
35119,A Cry in the Dark,6908797
14919,Batman: Mask of the Phantasm,5617391
14040,American Flyers,1400000
2990,Pacific Heights,29381956
75531,Isn't She Great,3003296
14741,The Goodbye Girl,102000000
1883,Malcolm X,48169908
2005,Sister Act,231605150
6279,Sister Act 2: Back in the Habit,57319029
11087,The Hand that Rocks the Cradle,88036683
7305,Alive,36733909
9475,Scent of a Woman,134095253
8872,Wayne's World,121697323
8873,Wayne's World 2,47965000
11287,A League of Their Own,107458785
9869,Patriot Games,178051587
11068,Singles,18472850
619,The Bodyguard,411006740
11259,Far and Away,137783840
8374,The Boondock Saints,30471
1923,Twin Peaks: Fire Walk With Me,4160851
10158,White Men Can't Jump,90753806
9367,El Mariachi,2040920
9876,Stop! Or My Mom Will Shoot,70611210
10326,Forever Young,128000000
16562,The Cutting Edge,25105517
9609,Of Mice and Men,5101632
12143,Bad Lieutenant,2000022
4234,Scream 3,161834276
9605,Single White Female,48017402
1907,The Beach,144056873
15655,The Tigger Movie,45554533
14181,Boiler Room,28780255
10385,Hanging Up,36037909
2787,Pitch Black,53187659
2069,The Whole Nine Yards,106371651
901,City Lights,19181
10098,The Kid,2500000
47816,3 Strikes,9000000
28172,Blood Feast,4000000
25166,Drowning Mona,15427192
1831,The Next Best Thing,24362772
2193,My Tutor,22587000
2067,Mission to Mars,60874615
622,The Ninth Gate,58401898
20283,Breaking Away,20000000
5693,Hoosiers,28607524
287,Bull Durham,50888000
968,Dog Day Afternoon,46665856
1496,Cool as Ice,1193062
838,American Graffiti,115000000
820,JFK,205405498
26827,Who's That Girl,7305209
918,Blind Date,39321715
61178,Nadine,5669831
11176,The Muppet Movie,76657000
18890,We're Back! A Dinosaur's Story,9
462,Erin Brockovich,256271286
9532,Final Destination,53302314
2383,L'Ours,138241022
1541,Thelma & Louise,45361000
17443,...And Justice for All.,33300000
8469,Animal House,141000000
2655,What Lies Beneath,155464351
925,Do the Right Thing,37295445
41823,Mo' Better Blues,16153593
1713,Jungle Fever,32482682
26170,Coogan's Bluff,3110000
13939,Death Wish,22000000
1498,Teenage Mutant Ninja Turtles,201965915
1497,Teenage Mutant Ninja Turtles II: The Secret of the Ooze,78
1499,Teenage Mutant Ninja Turtles III,42
1880,Red Dawn,38376497
33762,Le Mal par le mal,4865912
11690,Bloodsport,11806119
801,Good Morning, Vietnam,123922370
1879,Guess Who's Coming to Dinner,56666667
2085,Romeo Must Die,91036760
37722,Waking the Dead,327418
3082,Modern Times,8500000
840,Close Encounters of the Third Kind,303788635
10688,Hamlet,1568749
2291,Jacob's Ladder,25965144
16620,La Bamba,54320000
526,Ladyhawke,18432000
243,High Fidelity,47126295
10501,The Road to El Dorado,76432727
11478,The Skulls,35007180
6644,El Dorado,6000000
879,Hook,300854823
17529,True Grit,14250000
11327,Midnight Express,35000000
1700,Misery,61276872
54087,Mr. Saturday Night,13
34322,Murphy's Romance,940325
41659,My Life,27484464
10774,Network,23689877
10083,No Way Out,35509515
29786,North Dallas Forty,26079312
38809,Black and White,5241315
10559,Frequency,68106245
20697,Ready to Rumble,12372410
2621,Return to Me,36609995
10479,Rules of Engagement,71000000
13665,Arthur,95461682
12309,Bachelor Party,38435947
1552,Parenthood,126297830
106,Predator,98235548
1443,The Virgin Suicides,10409377
1359,American Psycho,34266564
4967,Keeping the Faith,37036004
10557,East Is East,28200000
98,Gladiator,457640427
16347,Auntie Mame,23300000
10518,Marathon Man,16575000
11977,Caddyshack,39846344
18041,Gossip,5108820
14736,Love & Basketball,27728118
3536,U-571,127666415
10424,Jennifer 8,11390479
889,The Flintstones in Viva Rock Vegas,59468275
15723,The Big Kahuna,3728888
39283,Carnosaur,1753979
12476,The Hidden,9747988
5241,Two Moon Junction,1547397
11129,Human Traffic,4000000
9285,Road Trip,119754278
5491,Battlefield Earth,21400000
10560,Center Stage,17200925
5683,Pee-wee's Big Adventure,40940662
2094,Roustabout,3000000
10567,Dinosaur,354248063
98502,The Myth Of Fingerprints,458815
955,Mission: Impossible II,546388105
8584,Shanghai Noon,56932305
668,On Her Majesty's Secret Service,81974493
691,The Spy Who Loved Me,185438673
698,Moonraker,210300000
682,The Man with the Golden Gun,97572000
12107,Nutty Professor II: The Klumps,123307945
9600,Big Momma's House,173959438
2768,American Gigolo,22743674
10911,The Guns of Navarone,28900000
11072,Blazing Saddles,119500000
985,Eraserhead,7000000
938,Per qualche dollaro in più,15000000
10648,Magnum Force,39768000
12599,劇場版ポケットモンスター 幻のポケモン ルギア爆誕,133949270
1551,Flatliners,61308153
10246,Porky's,125728258
19698,Porky's II: The Next Day,33759266
23919,Porky's Revenge,20518905
169,Predator 2,57120318
865,The Running Man,38122105
9663,Starman,28744356
9659,Mad Max,100000000
8810,Mad Max 2,24600832
21118,Waking Up in Reno,261603
9355,Mad Max Beyond Thunderdome,36230219
10068,Nine 1/2 Weeks,6735922
11428,Sleepwalkers,30524763
25562,Soapdish,36489888
9679,Gone In Sixty Seconds,237202299
10264,Hamlet,20710451
29204,American Pop,6000000
21128,One False Move,1543112
482,Shaft,12121618
592,The Conversation,4420000
9040,Serpico,29800000
5121,The Sugarland Express,12800000
6978,Big Trouble in Little China,11000000
643,Bronenosets Potyomkin,45100
10571,Boys and Girls,20627372
479,Shaft,107196498
7450,Titan A.E.,36754634
7443,Chicken Run,224834564
2123,Me, Myself & Irene,149270999
2024,The Patriot,215294342
28774,Communion,1919653
9873,F/X,20604000
4327,Charlie's Angels,264105545
8348,Thunderbolt and Lightfoot,21700000
24099,Dreamscape,12145169
17897,The Golden Voyage of Sinbad,11000000
16094,House Party,26386000
493,Shaft's Big Score!,10000000
4244,The Kid,69700000
4247,Scary Movie,278019771
1788,Footloose,80035402
36657,X-Men,157299717
11940,Sinbad and the Eye of the Tiger,16000000
10276,What About Bob?,63710000
6282,Coyote Ugly,113916474
9383,Hollow Man,73209340
5551,Space Cowboys,90000000
33408,The Crush,13609396
11589,Kelly's Heroes,5200000
10860,Steel Magnolias,83759091
8843,The Cell,104155843
10643,Gojira ni-sen mireniamu,10037390
37136,The Naked Gun: From the Files of Police Squad!,78756177
37137,The Naked Gun 2½: The Smell of Fear,86930411
3110,Shane,20000000
681,Diamonds Are Forever,116000000
11398,The Art of War,30199105
1588,Bring It On,90449929
12211,Highlander: Endgame,15843608
1619,The Way of the Gun,19125401
786,Almost Famous,47383689
46119,Crime and Punishment in Suburbia,26394
12212,Urban Legends: Final Cut,38574362
16,Dancer in the Dark,40031879
10637,Remember the Titans,136706683
9003,Hellraiser,14564027
9064,Hellbound: Hellraiser II,12090735
11569,Hellraiser III: Hell on Earth,12534961
2161,Fantastic Voyage,12000000
10461,Get Carter,19412993
1597,Meet the Parents,330444045
641,Requiem for a Dream,7390108
708,The Living Daylights,191185897
18498,Ghoulies,35000000
71,Billy Elliot,110000000
1636,Bedazzled,90383208
10647,Pay It Forward,55707411
24100,The Little Vampire,13555988
4958,The Legend of Bagger Vance,39459427
11978,Men of Honor,48814909
8870,Red Planet,33463969
8452,The 6th Day,96085477
10862,Bounce,36779296
8871,How the Grinch Stole Christmas,345141403
10481,102 Dalmatians,183611771
1857,Transformers: The Movie,5706456
10876,Quills,7060876
9741,Unbreakable,248118121
146,Wo hu cang long,213525736
11849,Dungeons & Dragons,15185241
11678,Vertical Limit,68473360
2609,Planes, Trains and Automobiles,49230280
10673,Wall Street,43848069
2604,Born on the Fourth of July,161001698
10132,Talk Radio,3468572
11064,Brewster's Millions,40800000
5994,The Family Man,75764085
107,Snatch,83557872
40820,Punchline,21032267
392,Chocolat,152500343
8859,Dude, Where’s My Car?,73180723
11688,The Emperor's New Groove,169327687
3981,What Women Want,374111707
711,Finding Forrester,80049764
2046,The Gift,12008642
5001,Before Night Falls,8524534
8358,Cast Away,429632142
25520,The House of Mirth,5164404
1493,Miss Congeniality,212000000
134,O Brother, Where Art Thou?,71000000
10577,Dracula 2000,33000337
11973,Thirteen Days,34566746
1900,Traffic,207515725
10873,Shadow of the Vampire,8279017
26719,House of Games,2585639
13715,At Close Range,2347000
15739,Annie,57059003
15413,Don't Tell Mom the Babysitter's Dead,25196249
2623,An Officer and a Gentleman,129795554
10655,Gettysburg,25000000
17474,The Man in the Moon,2853801
9989,AntiTrust,17833000
9816,Save the Last Dance,91038276
20637,Panic,779137
5955,The Pledge,29400000
2613,Prelude to a Kiss,22697691
26333,Untamed Heart,18899204
16723,Sugar & Spice,13276953
2018,The Wedding Planner,94728529
47943,Harry, un ami qui vous veut du bien,3818452
10937,Barfly,3221568
4639,Best Seller,4278150
96,Beverly Hills Cop II,299965036
90,Beverly Hills Cop,316360478
12919,Can't Buy Me Love,31623833
15785,Cherry 2000,14000
17159,Eddie Murphy Raw,50504655
18935,Ernest Goes to Camp,23509382
764,The Evil Dead,29400000
28368,Gardens of Stone,5262047
2614,Innerspace,25893810
580,Jaws: The Revenge,51881013
24828,Leonard Part 6,4916871
13703,Less Than Zero,12396383
36914,Like Father Like Son,34377585
1547,The Lost Boys,32222567
2608,Maid to Order,9868521
10019,Mannequin,42721196
13509,The Monster Squad,3769990
24940,Head Over Heels,10424470
843,花樣年華,12854953
9740,Hannibal,351692268
10878,Saving Silverman,19351569
19405,Recess: School's Out,44460850
23685,Monkeybone,5409517
12138,3000 Miles to Graceland,18720175
6073,The Mexican,147845033
82103,Eu Tu Eles,2070806
2749,15 Minutes,24375436
51802,Of Mice and Men,1
24206,Silent Trigger,76382
2428,The Greatest Story Ever Told,12000000
14460,Battle Beyond the Stars,11000000
9594,Double Impact,30102717
35976,The End,45000000
4587,Mermaids,35419397
31004,The Mighty Quinn,4557214
11454,Manhunter,8620929
38718,Reversal of Fortune,15445131
11607,DeepStar Six,8143225
16889,Revenge of the Nerds II: Nerds in Paradise,22642033
4985,The Longest Yard,43008075
853,Enemy at the Gates,96976270
10877,Exit Wounds,79958599
77,Memento,39723096
10054,Spy Kids,147934180
2575,The Tailor of Panama,28008462
55,Amores perros,21000000
2043,Along Came a Spider,105178561
4133,Blow,83282296
10991,劇場版ポケットモンスター 結晶塔の帝王 ENTEI,68411275
634,Bridget Jones's Diary,281929795
10956,Joe Dirt,27088000
9519,Chopper,236185
111,Scarface,65884703
10477,Driven,54744738
24113,Town & Country,10372291
1734,The Mummy Returns,433013274
8095,Cleopatra,57750000
3784,Frankie and Johnny,22773535
40842,Norma Rae,22228000
19357,Summer Rental,24689703
9062,Love Story,136400000
934,Du rififi chez les hommes,460226
9476,A Knight's Tale,117487473
5852,Angel Eyes,29700000
808,Shrek,484409218
824,Moulin Rouge!,177677823
676,Pearl Harbor,449220945
26255,Love Potion No. 9,754935
1406,City Slickers,124033791
1632,Mississippi Burning,34604000
301,Rio Bravo,5800000
11896,Throw Momma from the Train,57915972
5923,The Sand Pebbles,20000000
15497,Twelve O'Clock High,3225000
11090,The Animal,84772742
16161,Baby Boy,29381649
9397,Evolution,98376292
9705,Swordfish,69772969
1089,Point Break,83531958
9967,Uncommon Valor,27900000
10992,Cats & Dogs,93375151
9576,Tootsie,177200000
10865,Atlantis: The Lost Empire,186053725
1995,Lara Croft: Tomb Raider,274703340
10808,Dr. Dolittle 2,176104344
9799,The Fast and the Furious,207283925
644,A.I. Artificial Intelligence,235926552
10691,Crazy/Beautiful,16929123
15564,Wolves,5471376
2140,Kiss of the Dragon,64437847
4248,Scary Movie 2,141220678
11286,The Cannonball Run,72179579
11950,Cannonball Run II,28078073
12236,Speed Zone,3077361
11697,The Man Who Shot Liberty Valance,8000000
15592,Beaches,57041866
10339,Moby Dick,10400000
10540,Outland,17374595
9462,Bruce Lee The Way of the Dragon,85000000
58904,Haunted Castle,13651656
2114,Final Fantasy: The Spirits Within,85131830
8835,Legally Blonde,141774679
11371,The Score,71069884
9517,Bully,480811
15745,Made,5476060
9395,Above the Law,18869631
26044,Arthur 2: On the Rocks,14681192
59797,Bad Dreams,9797098
14911,Bat*21,3184348
30502,Big Top Pee-wee,15122000
9599,The Blob,8247943
34604,Casual Sex?,12277096
14441,Clean and Sober,8674093
7520,Cocktail,171504781
10126,Colors,46616067
9602,Coming to America,288752301
3980,Critters,13167232
10127,Critters 2,3813293
27397,Crossing Delancey,16262415
9748,D.O.A.,12706478
10141,Dirty Rotten Scoundrels,43227153
5680,Elvira, Mistress of the Dark,5596267
26386,Ernest Saves Christmas,28202109
10675,Frantic,17637950
2617,The Great Outdoors,41455230
11347,The Lair of the White Worm,1189315
12144,The Land Before Time,84460846
12120,My Stepmother is an Alien,13854000
3543,Out of Rosenheim - Bagdad Cafe,3587303
9604,Red Heat,34994648
24929,Return of the Living Dead Part II,9205924
32049,Best of the Best 2,6500000
10925,The Return of the Living Dead,14237000
58434,Rocket Gibraltar,187349
45225,The Big Picture,117463
18197,Running On Empty,2835116
11503,The Serpent and the Rainbow,19595031
9717,Shoot to Kill,29300000
2605,Short Circuit,40697761
8337,They Live,13008928
8463,Torch Song Trilogy,4800000
9493,Twins,216600000
11352,Always,74134790
1648,Bill & Ted's Excellent Adventure,40485039
4105,Black Rain,45892212
10142,Casualties of War,22500000
936,The Pink Panther,10878107
10134,Cyborg,10166459
21291,Dad,19738015
2210,Earth Girls Are Easy,3916303
21721,Eddie and the Cruisers,4685097
9085,Harlem Nights,60864870
29185,An Innocent Man,20047604
10345,K-9,78247647
10222,Kickboxer,14697005
15138,Little Monsters,793775
9494,Look Who's Talking,296000000
9942,Major League,49797148
24739,Miracle Mile,1145404
331,Jurassic Park III,368780809
869,Planet of the Apes,362211740
36095,キュア,99000
33379,Greenfingers,1443067
2171,Wet Hot American Summer,295206
10135,Road House,30050028
32261,Scandal,8800000
12150,Sea of Love,110879513
11185,See No Evil, Hear No Evil,46908987
47045,She's Out of Control,12065892
9618,Tango & Cash,63408614
16560,Tap,9114702
2616,Uncle Buck,66758538
7091,Vampire's Kiss,725131
183,The Wizard,14278900
2148,The Cotton Club,25928721
9880,The Princess Diaries,165335153
5175,Rush Hour 2,347325802
4484,La Cage aux Folles,20424259
15104,Tortilla Soup,4574762
11684,La cage aux folles II,6950125
17169,Any Which Way You Can,70687344
2770,American Pie 2,287553595
12610,Osmosis Jones,13596911
1933,The Others,209947037
13496,American Outlaws,13678913
21055,All Over the Guy,1051948
10972,Session 9,373967
1722,Captain Corelli's Mandolin,62112895
9896,Rat Race,85498534
2294,Jay and Silent Bob Strike Back,33788161
10016,Ghosts of Mars,8709640
26602,Summer Catch,19693891
22230,Happy Accidents,688510
8922,Jeepers Creepers,59217789
11065,O,16017403
21118,Waking Up in Reno,261603
11370,The Musketeer,27053815
12508,Rock Star,16991902
18734,L.I.E. Long Island Expressway,1667192
2176,The Glass House,17951431
75386,Haiku Tunnel,251058
2185,Big Trouble,8493890
10696,Glitter,5271666
2034,Training Day,104876233
31016,Sidewalks of New York,2402459
32567,The Endurance: Shackleton's Legendary Antarctic Expedition,2452566
12537,The French Lieutenant's Woman,2689068
9660,Operation Petticoat,6800000
15393,Play Misty for Me,10600000
248,Pocketful of Miracles,5000000
13766,SpaceCamp,9697739
12103,Don't Say a Word,100020092
11313,Hearts in Atlantis,24185781
9398,Zoolander,60780981
10866,Joy Ride,36642838
34549,Max Keeble's Big Move,17292381
9778,Serendipity,77516304
16121,The Big Red One,7206220
1623,Brubaker,37121708
13550,The Changeling,12000000
13612,Cheech & Chong's Next Movie,41675194
11380,Bones,7316658
3172,Bandits,67631903
17708,Corky Romano,23978402
12780,Iron Monkey Collection,14681661
1018,Mulholland Drive,20117339
984,Dirty Harry,35976000
768,From Hell,74558115
2100,The Last Castle,27642707
9081,Waking Life,3176880
167,K-PAX,50315140
141,Donnie Darko,1270522
23949,Tape,490475
11456,Domestic Disturbance,54249294
585,Monsters, Inc.,562816256
9889,Shallow Hal,141069860
13408,The Wash,10229331
671,Harry Potter and the Philosopher's Stone,976475550
20794,Novocaine,2025238
1535,Spy Game,143049560
1433,El espinazo del diablo,6459020
10656,Subway,390659
9428,The Royal Tenenbaums,71441250
4614,The Sum of All Fears,193921372
8738,The Final Countdown,16647800
3604,Flash Gordon,27107960
10649,The Enforcer,46236000
17689,The Gauntlet,26414658
14854,Lone Wolf McQuade,12232628
10650,Sudden Impact,67642693
8007,Behind Enemy Lines,91753202
161,Ocean's Eleven,450717150
23111,Moscow on the Hudson,25100000
194,Le fabuleux destin d'Amélie Poulain,174000000
11397,Not Another Teen Movie,66468332
1903,Vanilla Sky,203388341
8386,How High,31155435
12589,Jimmy Neutron: Boy Genius,80936232
453,A Beautiful Mind,313542341
120,The Lord of the Rings: The Fellowship of the Ring,871368364
11086,The Majestic,37317558
8489,Ali,87713825
855,Black Hawk Down,172989651
10269,Yentl,30400000
5279,Gosford Park,87754044
10950,I Am Sam,40270895
1365,Monster's Ball,44909486
6312,Le Pacte des loups,70752904
11595,Another 48 Hrs.,153518974
150,48 Hrs.,78868508
848,Dragonslayer,6000000
9610,Conan the Destroyer,31042035
10423,Dragon: The Bruce Lee Story,63513743
651,M*A*S*H,81600000
11362,The Count of Monte Cristo,75395048
2637,The Mothman Prophecies,55157539
10229,A Walk to Remember,41227069
9606,METROPOLIS,95789342
31674,Cousins,22030000
2084,Birthday Girl,16171098
11870,Big Fat Liar,52970014
9884,Collateral Damage,78382433
11212,Baby's Day Out,16671505
69928,The Man Who Loved Women,11000000
